visibility,windBearing,temperature,date_time,dewPoint,pressure,apparentTemperature,windSpeed,humidity,id,energy
12.13,166,7.82,2014-02-04T16:00:00Z,2.22,997.3,4.37,6.3,0.68,MAC000002,0.30400000000000005
12.13,154,7.42,2014-02-04T17:00:00Z,2.38,996.33,3.86,6.3,0.7,MAC000002,1.281
12.13,144,7.47,2014-02-04T18:00:00Z,2.73,994.98,3.75,6.8,0.72,MAC000002,3.962999999999999
12.13,148,7.93,2014-02-04T19:00:00Z,2.73,993.51,3.96,8.07,0.7,MAC000002,3.154
12.41,151,8.05,2014-02-04T20:00:00Z,2.73,991.87,3.81,9.26,0.69,MAC000002,2.9919998999999997
12.01,155,8.07,2014-02-04T21:00:00Z,2.86,991.05,3.9,8.98,0.7,MAC000002,2.9530000999999997
9.69,156,7.09,2014-02-04T22:00:00Z,3.43,989.9,2.57,9.16,0.78,MAC000002,1.576
8.9,154,6.49,2014-02-04T23:00:00Z,3.81,988.3,2,8.41,0.83,MAC000002,1.338
8.95,153,6.44,2014-02-05T00:00:00Z,3.82,986.65,1.99,8.17,0.83,MAC000002,1.3199999999999998
7.92,152,5.91,2014-02-05T01:00:00Z,3.87,985.01,1.27,8.27,0.87,MAC000002,0.6160000000000001
8.47,153,5.54,2014-02-05T02:00:00Z,3.89,983.61,1.03,7.53,0.89,MAC000002,0.34700000000000003
11.52,159,6.46,2014-02-05T03:00:00Z,4.37,982.53,2.28,7.33,0.86,MAC000002,0.34700000000000003
11.81,166,7.06,2014-02-05T04:00:00Z,4.52,981.3,3.02,7.43,0.84,MAC000002,0.488
12.59,169,7.48,2014-02-05T05:00:00Z,4.47,980.71,3.67,7.09,0.81,MAC000002,0.35000000000000003
12.42,182,7.08,2014-02-05T06:00:00Z,4.28,980.71,3.03,7.5,0.82,MAC000002,0.343
11.75,186,7.44,2014-02-05T07:00:00Z,3.57,981.03,3.51,7.44,0.76,MAC000002,0.34600000000000003
10.91,186,7.47,2014-02-05T08:00:00Z,2.93,981.29,3.48,7.65,0.73,MAC000002,0.6910000000000001
11.81,175,8.06,2014-02-05T09:00:00Z,3.22,980.99,4.08,8.23,0.71,MAC000002,1.1
11.96,178,8.9,2014-02-05T10:00:00Z,3.29,980.54,4.76,9.98,0.68,MAC000002,1.626
12.05,177,8.97,2014-02-05T11:00:00Z,3.33,979.91,4.71,10.64,0.68,MAC000002,1.2730000000000001
10.33,178,8.47,2014-02-05T12:00:00Z,3.4,979.4,4.14,10.2,0.7,MAC000002,0.43499999999999994
7.9,181,7.11,2014-02-05T13:00:00Z,4.44,978.81,2.43,9.82,0.83,MAC000002,0.20800000000000002
8.72,186,7.58,2014-02-05T14:00:00Z,5.47,978.06,3.09,9.7,0.86,MAC000002,0.20400000000000001
9.45,191,8.18,2014-02-05T15:00:00Z,6.17,977.72,4.09,8.81,0.87,MAC000002,0.202
11.57,210,9.21,2014-02-05T16:00:00Z,6.56,978.5,5.48,8.62,0.83,MAC000002,0.335
10.75,225,9.37,2014-02-05T17:00:00Z,5.92,980.19,5.43,9.73,0.79,MAC000002,0.61
11.1,227,9.64,2014-02-05T18:00:00Z,4.49,982.08,5.86,9.47,0.7,MAC000002,0.8260000000000001
11.23,228,9.26,2014-02-05T19:00:00Z,4.31,983.89,5.28,9.79,0.71,MAC000002,1.2930000000000001
11.56,229,9.51,2014-02-05T20:00:00Z,3.27,985.43,5.54,10.1,0.65,MAC000002,0.749
12.17,230,9.13,2014-02-05T21:00:00Z,2.77,986.9,5.14,9.63,0.64,MAC000002,1.03
12.47,230,8.57,2014-02-05T22:00:00Z,2.82,988.12,4.43,9.53,0.67,MAC000002,0.9410000000000001
12.47,230,8.53,2014-02-05T23:00:00Z,2.33,989.47,4.43,9.3,0.65,MAC000002,0.8580000000000001
12.54,229,8.44,2014-02-06T00:00:00Z,2.77,990.5,4.55,8.37,0.67,MAC000002,0.8410000000000001
12.47,229,8.06,2014-02-06T01:00:00Z,2.77,991.61,4.07,8.31,0.69,MAC000002,0.649
12.81,228,8.09,2014-02-06T02:00:00Z,2.72,992.65,3.98,8.77,0.69,MAC000002,0.226
12.68,231,7.69,2014-02-06T03:00:00Z,2.84,993.34,3.69,7.96,0.71,MAC000002,0.20400000000000001
12.68,230,7.94,2014-02-06T04:00:00Z,2.81,993.85,4.31,6.96,0.7,MAC000002,0.199
12.68,225,7.51,2014-02-06T05:00:00Z,2.82,994.58,3.81,6.78,0.72,MAC000002,0.198
13.04,220,7.06,2014-02-06T06:00:00Z,2.72,994.78,3.56,5.86,0.74,MAC000002,0.195
12.34,212,7.01,2014-02-06T07:00:00Z,3.17,995.18,3.8,5.1,0.77,MAC000002,0.195
10.9,204,7.4,2014-02-06T08:00:00Z,3.35,995.85,4.38,4.9,0.75,MAC000002,0.278
11.02,207,7.59,2014-02-06T09:00:00Z,3.84,995.92,4.57,5.03,0.77,MAC000002,0.867
11.17,200,8.12,2014-02-06T10:00:00Z,5.08,996.14,5.23,5.03,0.81,MAC000002,0.97
10.62,190,8.42,2014-02-06T11:00:00Z,5.43,995.54,5.71,4.75,0.81,MAC000002,0.444
9.7,176,7.47,2014-02-06T12:00:00Z,5.09,994.29,4.56,4.7,0.85,MAC000002,0.25
9.19,161,7.32,2014-02-06T13:00:00Z,4.92,992.2,4.08,5.38,0.85,MAC000002,0.251
9.32,149,6.28,2014-02-06T14:00:00Z,3.66,990.31,2.55,5.92,0.83,MAC000002,0.24800000000000003
8.27,128,5.86,2014-02-06T15:00:00Z,4.05,988.31,1.96,6.08,0.88,MAC000002,0.247
3.73,123,5.94,2014-02-06T16:00:00Z,5.03,986.02,1.96,6.36,0.94,MAC000002,0.30500000000000005
7.55,143,6.81,2014-02-06T17:00:00Z,5.86,984.04,3.61,4.97,0.94,MAC000002,0.486
7.11,179,8.56,2014-02-06T18:00:00Z,7.79,982.75,5.56,5.58,0.95,MAC000002,0.768
7.37,197,9.77,2014-02-06T19:00:00Z,8.71,982.32,6.87,6.26,0.93,MAC000002,1.8350001
10.19,209,9.81,2014-02-06T20:00:00Z,8.68,982.33,7.32,5.06,0.93,MAC000002,0.909
11.96,201,9.73,2014-02-06T21:00:00Z,8.62,982.11,7.34,4.77,0.93,MAC000002,0.9610000000000001
10.7,194,9.32,2014-02-06T22:00:00Z,8.21,981.94,6.91,4.57,0.93,MAC000002,0.9680000000000001
12.38,180,9.24,2014-02-06T23:00:00Z,8.08,981.09,6.94,4.27,0.92,MAC000002,0.9480000000000001
9.93,184,9.29,2014-02-07T00:00:00Z,7.69,980.48,7.21,3.85,0.9,MAC000002,0.75
8.93,186,9.45,2014-02-07T01:00:00Z,8.18,979.73,7.27,4.14,0.92,MAC000002,0.231
8.55,185,9.81,2014-02-07T02:00:00Z,8.18,978.92,7.74,4.05,0.9,MAC000002,0.21600000000000003
7,179,9.39,2014-02-07T03:00:00Z,8.31,978.16,7.45,3.59,0.93,MAC000002,0.30500000000000005
7.29,193,9.27,2014-02-07T04:00:00Z,8.28,977.64,7.92,2.54,0.94,MAC000002,0.274
8.45,244,9.03,2014-02-07T05:00:00Z,8.33,977.99,8.44,1.6,0.95,MAC000002,0.22100000000000003
8.72,317,6.53,2014-02-07T06:00:00Z,5.4,980.03,2.78,6.16,0.92,MAC000002,0.215
10.36,311,5,2014-02-07T07:00:00Z,2.81,983.51,0.29,7.63,0.86,MAC000002,0.258
10.48,293,4.13,2014-02-07T08:00:00Z,2.2,987,-0.86,7.68,0.87,MAC000002,0.61
11.43,285,4.33,2014-02-07T09:00:00Z,2.35,989.5,-0.58,7.66,0.87,MAC000002,0.42000000000000004
11.36,274,5.41,2014-02-07T10:00:00Z,3.3,991.82,1.03,7.01,0.86,MAC000002,0.20800000000000002
12.13,266,6.98,2014-02-07T11:00:00Z,3.67,993.25,3.17,6.66,0.79,MAC000002,0.23800000000000002
12.13,261,8.06,2014-02-07T12:00:00Z,3.31,994.36,4.56,6.66,0.72,MAC000002,0.862
12.13,260,8.6,2014-02-07T13:00:00Z,2.76,995.19,4.94,7.69,0.67,MAC000002,0.903
12.13,258,8.71,2014-02-07T14:00:00Z,1.77,995.95,5.16,7.43,0.62,MAC000002,0.75
12.13,249,8.97,2014-02-07T15:00:00Z,1.2,996.45,5.7,6.71,0.58,MAC000002,0.48600000000000004
12.13,233,8.22,2014-02-07T16:00:00Z,0.93,996.67,5.07,5.75,0.6,MAC000002,0.552
12.13,210,7.73,2014-02-07T17:00:00Z,0.78,996.31,4.99,4.46,0.61,MAC000002,0.46900000000000003
12.36,192,7.26,2014-02-07T18:00:00Z,1.34,995.79,4.52,4.22,0.66,MAC000002,0.471
12.13,184,7.03,2014-02-07T19:00:00Z,2.79,995.19,3.88,5.01,0.74,MAC000002,0.47300000000000003
12.41,182,7.92,2014-02-07T20:00:00Z,3.82,994.11,4.71,5.71,0.75,MAC000002,0.977
12.68,184,8.38,2014-02-07T21:00:00Z,3.89,992.54,5.02,6.51,0.73,MAC000002,3.117
12.54,184,8.12,2014-02-07T22:00:00Z,4.02,990.76,4.49,7.09,0.75,MAC000002,2.709
10.78,183,7.98,2014-02-07T23:00:00Z,4.54,989.06,4.08,7.91,0.79,MAC000002,1.041
9.8,177,7.62,2014-02-08T00:00:00Z,5.56,987.02,3.65,7.77,0.87,MAC000002,1.0550000000000002
9.83,178,8.1,2014-02-08T01:00:00Z,6.07,984.94,4.13,8.27,0.87,MAC000002,0.534
6.34,179,8.18,2014-02-08T02:00:00Z,6.63,982.85,4.16,8.57,0.9,MAC000002,0.225
7.72,193,8.77,2014-02-08T03:00:00Z,7.16,981.51,4.87,8.75,0.9,MAC000002,0.21300000000000002
11.67,198,8.82,2014-02-08T04:00:00Z,7.11,980.38,5.06,8.29,0.89,MAC000002,0.20900000000000002
10.81,207,9.13,2014-02-08T05:00:00Z,6.74,980.07,5.67,7.54,0.85,MAC000002,0.201
12.68,217,8.57,2014-02-08T06:00:00Z,5.94,979.97,5.34,6.22,0.84,MAC000002,0.199
11.51,216,8.43,2014-02-08T07:00:00Z,5.48,979.75,5.08,6.51,0.82,MAC000002,0.198
12.13,208,7.73,2014-02-08T08:00:00Z,3.92,979.59,4.03,6.98,0.77,MAC000002,0.195
11.35,214,8.27,2014-02-08T09:00:00Z,4.2,979.35,4.44,7.96,0.75,MAC000002,0.387
11.49,218,9.01,2014-02-08T10:00:00Z,3.61,979.09,5.05,9.31,0.69,MAC000002,0.601
11.97,214,6.81,2014-02-08T11:00:00Z,3.13,979.38,2.29,8.82,0.77,MAC000002,1.4620000000000002
12.13,212,6.82,2014-02-08T12:00:00Z,2.74,978.97,2.19,9.24,0.75,MAC000002,0.5760000000000001
11.99,212,8.19,2014-02-08T13:00:00Z,2.26,978,3.97,9.39,0.66,MAC000002,0.9349999999999999
12.41,209,8.03,2014-02-08T14:00:00Z,2.08,977.48,3.49,10.49,0.66,MAC000002,0.849
12.04,210,7.11,2014-02-08T15:00:00Z,2.84,977.08,2.39,9.92,0.74,MAC000002,0.52
12.02,208,7.54,2014-02-08T16:00:00Z,1.77,976.84,2.92,10.13,0.67,MAC000002,1.2269999999999999
11.22,207,7.42,2014-02-08T17:00:00Z,2.83,976.62,2.87,9.66,0.73,MAC000002,1.506
10.14,205,7.38,2014-02-08T18:00:00Z,3.24,976.52,2.74,10.01,0.75,MAC000002,1.599
11.94,207,7.05,2014-02-08T19:00:00Z,3.76,976.72,2.38,9.72,0.8,MAC000002,1.338
12.68,210,7.08,2014-02-08T20:00:00Z,3.39,977,2.82,8.18,0.77,MAC000002,0.766
12.38,217,7.18,2014-02-08T21:00:00Z,3.16,977.32,2.96,8.18,0.76,MAC000002,0.6719999999999999
11.25,220,7.55,2014-02-08T22:00:00Z,1.64,977.7,3.02,9.76,0.66,MAC000002,0.6639999999999999
11.27,221,7.49,2014-02-08T23:00:00Z,0.66,977.87,2.93,9.85,0.62,MAC000002,0.7050000000000001
12.49,224,7.43,2014-02-09T00:00:00Z,1.14,978.37,2.79,10.1,0.64,MAC000002,0.526
12.6,223,7.41,2014-02-09T01:00:00Z,1.25,978.69,2.65,10.55,0.65,MAC000002,0.394
12.28,220,7.39,2014-02-09T02:00:00Z,1.3,978.83,2.8,9.83,0.65,MAC000002,0.226
11.93,221,7.37,2014-02-09T03:00:00Z,1.88,978.65,2.7,10.1,0.68,MAC000002,0.21600000000000003
12.68,220,6.94,2014-02-09T04:00:00Z,2.69,978.5,2.19,9.85,0.74,MAC000002,0.21100000000000002
12.13,225,6.69,2014-02-09T05:00:00Z,2.72,978.76,1.84,9.94,0.76,MAC000002,0.208
12.68,231,7.07,2014-02-09T06:00:00Z,2.34,979.32,2.33,9.96,0.72,MAC000002,0.20500000000000002
12.68,236,7.46,2014-02-09T07:00:00Z,1.83,980.3,2.85,9.99,0.67,MAC000002,0.202
12.38,239,7.48,2014-02-09T08:00:00Z,1.68,981.45,2.77,10.43,0.67,MAC000002,0.383
12.13,240,7.02,2014-02-09T09:00:00Z,1.66,982.88,2.23,10.17,0.69,MAC000002,1.205
12.13,243,7.43,2014-02-09T10:00:00Z,1.61,983.98,2.87,9.74,0.67,MAC000002,1.338
12.13,245,7.25,2014-02-09T11:00:00Z,1.27,985.24,2.58,9.96,0.66,MAC000002,0.615
12.13,246,8.06,2014-02-09T12:00:00Z,1.04,985.97,3.64,10,0.61,MAC000002,0.226
12.13,244,8.18,2014-02-09T13:00:00Z,0.67,986.72,3.81,9.94,0.59,MAC000002,0.5630000000000001
11.47,250,8.07,2014-02-09T14:00:00Z,0.58,987.12,3.82,9.26,0.59,MAC000002,0.869
12.13,243,6.94,2014-02-09T15:00:00Z,0.87,987.67,2.77,7.74,0.65,MAC000002,0.792
12.13,239,7.74,2014-02-09T16:00:00Z,-0.9,988.34,3.91,7.42,0.54,MAC000002,0.917
12.15,231,6.72,2014-02-09T17:00:00Z,-1.73,988.9,2.94,6.33,0.55,MAC000002,0.35500000000000004
14.29,227,6.07,2014-02-09T18:00:00Z,-0.96,989.54,2.32,5.85,0.61,MAC000002,0.334
13.79,223,5.11,2014-02-09T19:00:00Z,-1.09,990.19,1.5,4.94,0.64,MAC000002,0.334
15.47,212,4.78,2014-02-09T20:00:00Z,-0.79,990.76,1.38,4.38,0.67,MAC000002,0.369
13.99,211,5.19,2014-02-09T21:00:00Z,-0.59,990.91,2,4.17,0.66,MAC000002,0.44600000000000006
13.99,200,5.14,2014-02-09T22:00:00Z,0.52,990.88,2.39,3.41,0.72,MAC000002,1.018
13.2,194,4.8,2014-02-09T23:00:00Z,0.69,991.03,1.86,3.59,0.75,MAC000002,0.8570000000000001
12.86,196,5.18,2014-02-10T00:00:00Z,1.32,991.02,3.11,2.51,0.76,MAC000002,0.8130000000000001
12.73,173,4.78,2014-02-10T01:00:00Z,2.57,990.88,2.44,2.74,0.86,MAC000002,0.48
11.59,141,4.69,2014-02-10T02:00:00Z,2.72,990.56,3.42,1.64,0.87,MAC000002,0.268
12.5,131,4.62,2014-02-10T03:00:00Z,3.04,990.15,2.87,2.06,0.89,MAC000002,0.263
12.12,126,4.57,2014-02-10T04:00:00Z,3.09,989.71,2.92,1.95,0.9,MAC000002,0.24600000000000002
12.2,121,4.58,2014-02-10T05:00:00Z,3.13,989.79,2.94,1.94,0.9,MAC000002,0.23500000000000001
11.73,118,4.47,2014-02-10T06:00:00Z,3.12,989.95,2.38,2.39,0.91,MAC000002,0.234
11.46,121,4.23,2014-02-10T07:00:00Z,3.13,990.14,2.18,2.29,0.93,MAC000002,0.24400000000000002
9.83,121,4.74,2014-02-10T08:00:00Z,3.84,990.5,3.31,1.77,0.94,MAC000002,0.6000000000000001
9.64,134,5.35,2014-02-10T09:00:00Z,3.95,990.98,3.92,1.86,0.91,MAC000002,0.278
9.21,161,5.96,2014-02-10T10:00:00Z,4.52,991.19,4.31,2.18,0.9,MAC000002,0.23900000000000002
11.7,188,6.54,2014-02-10T11:00:00Z,5.01,991.65,4.62,2.63,0.9,MAC000002,0.30800000000000005
11.36,214,7.54,2014-02-10T12:00:00Z,5.16,991.77,5.39,3.27,0.85,MAC000002,0.885
12.13,221,8.21,2014-02-10T13:00:00Z,5,991.55,6.33,3.05,0.8,MAC000002,0.227
11.47,228,8.78,2014-02-10T14:00:00Z,3.39,991.64,7.07,2.97,0.69,MAC000002,0.2
12.13,250,6.13,2014-02-10T15:00:00Z,3.6,991.92,4.03,2.78,0.84,MAC000002,0.245
11.54,266,6.59,2014-02-10T16:00:00Z,3.19,992.69,4.13,3.46,0.79,MAC000002,0.383
12.02,270,6.39,2014-02-10T17:00:00Z,2.71,993.87,3.39,4.35,0.77,MAC000002,0.777
12.13,277,6.25,2014-02-10T18:00:00Z,2.68,995.24,3.21,4.35,0.78,MAC000002,0.31300000000000006
12.13,284,5.83,2014-02-10T19:00:00Z,2.52,996.46,2.44,4.88,0.79,MAC000002,0.34700000000000003
11.47,287,5.22,2014-02-10T20:00:00Z,1.57,997.69,1.27,5.77,0.77,MAC000002,0.348
12.54,278,5.11,2014-02-10T21:00:00Z,1.17,998.85,1.37,5.23,0.76,MAC000002,0.614
13.33,268,4.53,2014-02-10T22:00:00Z,1.12,999.85,0.92,4.65,0.78,MAC000002,1.4420000000000002
13.66,253,4.08,2014-02-10T23:00:00Z,0.7,1000.13,0.89,3.75,0.79,MAC000002,0.9430000000000001
13.53,251,3.19,2014-02-11T00:00:00Z,0.69,1000.74,-0.03,3.5,0.84,MAC000002,0.901
13.16,240,2.77,2014-02-11T01:00:00Z,0.64,1001.09,-0.57,3.54,0.86,MAC000002,0.8900000000000001
13.41,232,3.02,2014-02-11T02:00:00Z,0.96,1001.1,-0.36,3.65,0.86,MAC000002,0.895
14.31,219,3.01,2014-02-11T03:00:00Z,0.97,1000.68,-0.29,3.54,0.86,MAC000002,0.41200000000000003
14.24,199,2.97,2014-02-11T04:00:00Z,0.66,999.69,0.29,2.73,0.85,MAC000002,0.20400000000000001
13.08,167,3.18,2014-02-11T05:00:00Z,0.67,998.57,0.11,3.28,0.84,MAC000002,0.196
13.12,165,4.72,2014-02-11T06:00:00Z,1.22,997.15,1.31,4.36,0.78,MAC000002,0.194
11.43,183,5.82,2014-02-11T07:00:00Z,2.43,995.67,1.77,6.45,0.79,MAC000002,0.194
9.96,185,6.42,2014-02-11T08:00:00Z,3.42,994.66,2.28,7.17,0.81,MAC000002,0.258
10.27,178,6.92,2014-02-11T09:00:00Z,3.96,992.72,2.91,7.25,0.81,MAC000002,0.5940000000000001
8.11,179,6.96,2014-02-11T10:00:00Z,4.46,991.14,2.42,9.08,0.84,MAC000002,0.779
6.97,192,7.09,2014-02-11T11:00:00Z,5.02,989.73,2.45,9.62,0.87,MAC000002,1.0150000000000001
11.07,244,7.36,2014-02-11T12:00:00Z,5.24,990.08,3.33,7.65,0.86,MAC000002,0.773
12.13,277,6.88,2014-02-11T13:00:00Z,2.41,992.1,2.69,7.74,0.73,MAC000002,0.5
12.13,269,6.68,2014-02-11T14:00:00Z,1.4,993.71,2.64,7.11,0.69,MAC000002,0.23600000000000004
12.13,261,7.46,2014-02-11T15:00:00Z,1.54,994.6,3.77,6.71,0.66,MAC000002,0.244
12.13,255,7.51,2014-02-11T16:00:00Z,-0.99,995.42,4.06,6.05,0.55,MAC000002,0.31000000000000005
12.13,241,6.77,2014-02-11T17:00:00Z,-1.4,996.24,3.76,4.54,0.56,MAC000002,0.908
14.07,231,5.75,2014-02-11T18:00:00Z,-0.94,997.29,2.65,4.23,0.62,MAC000002,0.8230000000000001
14.36,231,5.23,2014-02-11T19:00:00Z,-0.29,998.08,1.79,4.65,0.68,MAC000002,1.483
13.42,239,5.12,2014-02-11T20:00:00Z,-0.02,998.56,1.36,5.28,0.69,MAC000002,0.937
14,240,4.75,2014-02-11T21:00:00Z,0.06,999.39,0.87,5.34,0.72,MAC000002,0.9460000000000001
14,240,4.17,2014-02-11T22:00:00Z,-0.06,1000.32,0.22,5.15,0.74,MAC000002,0.9510000000000001
14.31,239,3.58,2014-02-11T23:00:00Z,-0.41,1001.08,-0.42,4.96,0.75,MAC000002,0.8960000000000001
14.31,230,3.07,2014-02-12T00:00:00Z,-0.41,1001.8,-0.77,4.44,0.78,MAC000002,0.8860000000000001
13.45,232,3.03,2014-02-12T01:00:00Z,-0.44,1002.21,-1.2,5.14,0.78,MAC000002,0.517
13.45,229,3.18,2014-02-12T02:00:00Z,-0.41,1002.46,-0.82,4.77,0.77,MAC000002,0.202
12.97,230,4.07,2014-02-12T03:00:00Z,0.06,1002.7,0.51,4.36,0.75,MAC000002,0.21200000000000002
12.36,221,4.27,2014-02-12T04:00:00Z,0.56,1002.69,1.11,3.77,0.77,MAC000002,0.21200000000000002
13,211,4.61,2014-02-12T05:00:00Z,0.9,1002.39,1.39,3.97,0.77,MAC000002,0.208
12.71,194,4.65,2014-02-12T06:00:00Z,1.69,1001.48,1.33,4.17,0.81,MAC000002,0.192
12.87,192,4.8,2014-02-12T07:00:00Z,1.96,1000.59,1.02,5.15,0.82,MAC000002,0.247
12.09,193,5.5,2014-02-12T08:00:00Z,2.88,999.94,1.68,5.62,0.83,MAC000002,0.6910000000000001
10.93,192,6.62,2014-02-12T09:00:00Z,3.91,998.33,2.46,7.44,0.83,MAC000002,0.505
11.73,192,7.69,2014-02-12T10:00:00Z,3.91,996.37,3.36,9.15,0.77,MAC000002,0.667
12.13,192,8.13,2014-02-12T11:00:00Z,3.42,994.97,3.74,9.99,0.72,MAC000002,1.2690000000000001
12.05,189,8.16,2014-02-12T12:00:00Z,3.38,992.37,3.49,11.31,0.72,MAC000002,0.40700000000000003
6.66,189,7.84,2014-02-12T13:00:00Z,3.94,989.82,2.98,11.73,0.76,MAC000002,0.21000000000000002
5.52,186,6.51,2014-02-12T14:00:00Z,4.37,987.59,1.23,11.56,0.86,MAC000002,0.23600000000000002
9.22,201,7.59,2014-02-12T15:00:00Z,5.37,986.23,2.86,10.74,0.86,MAC000002,0.22800000000000004
10.24,213,8.83,2014-02-12T16:00:00Z,4.77,985.62,4.73,9.72,0.76,MAC000002,0.252
11.41,223,8.12,2014-02-12T17:00:00Z,2.52,986.08,4.22,8.06,0.68,MAC000002,0.74
11.94,221,8.05,2014-02-12T18:00:00Z,2.06,986.5,3.99,8.52,0.66,MAC000002,0.8920000000000001
12.97,226,7.79,2014-02-12T19:00:00Z,1.31,987.17,3.59,8.75,0.64,MAC000002,1.347
12.26,229,6.49,2014-02-12T20:00:00Z,0.97,987.95,2.08,8.1,0.68,MAC000002,0.935
12.68,233,6.72,2014-02-12T21:00:00Z,-0.18,988.29,2.03,9.38,0.61,MAC000002,0.935
12.68,233,5.82,2014-02-12T22:00:00Z,0.24,989.39,1.08,8.49,0.67,MAC000002,0.926
13.34,232,5.56,2014-02-12T23:00:00Z,-0.08,989.61,0.77,8.42,0.67,MAC000002,0.9890000000000001
13.5,237,5.37,2014-02-13T00:00:00Z,-1.07,990.19,0.53,8.39,0.63,MAC000002,0.654
13.45,233,5.23,2014-02-13T01:00:00Z,-0.95,990.74,0.5,7.93,0.64,MAC000002,0.22000000000000003
12.99,237,4.8,2014-02-13T02:00:00Z,-0.72,991.3,0.05,7.58,0.67,MAC000002,0.20500000000000002
14,227,4.67,2014-02-13T03:00:00Z,-0.58,990.71,0.28,6.49,0.69,MAC000002,0.199
13.5,216,4.17,2014-02-13T04:00:00Z,-0.47,990.36,0.17,5.28,0.72,MAC000002,0.198
13,209,4.14,2014-02-13T05:00:00Z,0.05,989.94,0.47,4.58,0.75,MAC000002,0.196
13.62,208,4.67,2014-02-13T06:00:00Z,0.2,989.54,1.43,4.05,0.73,MAC000002,0.198
11.2,200,4.73,2014-02-13T07:00:00Z,0.7,989.16,1.62,3.85,0.75,MAC000002,0.201
12.09,207,5.19,2014-02-13T08:00:00Z,1.32,989.27,1.96,4.23,0.76,MAC000002,0.54
12.13,218,5.26,2014-02-13T09:00:00Z,2.08,988.95,2.06,4.21,0.8,MAC000002,0.6679999999999999
12.13,238,6.24,2014-02-13T10:00:00Z,1.76,989.06,3.09,4.56,0.73,MAC000002,0.991
12.13,249,6.61,2014-02-13T11:00:00Z,1.41,989.37,2.97,5.91,0.69,MAC000002,0.376
12.13,259,7.32,2014-02-13T12:00:00Z,1.39,989.78,3.42,7.2,0.66,MAC000002,0.22600000000000003
12.13,264,7.35,2014-02-13T13:00:00Z,-0.26,990.58,3.19,8.12,0.58,MAC000002,0.194
12.13,265,7.36,2014-02-13T14:00:00Z,-0.39,991.51,3.05,8.65,0.58,MAC000002,0.22900000000000004
12.13,262,7.37,2014-02-13T15:00:00Z,-0.93,992.54,3.26,7.98,0.56,MAC000002,0.195
12.13,259,6.99,2014-02-13T16:00:00Z,-1.02,993.82,2.96,7.37,0.57,MAC000002,0.252
12.13,249,6.42,2014-02-13T17:00:00Z,-0.68,994.72,2.48,6.58,0.6,MAC000002,0.47900000000000004
12.68,241,5.85,2014-02-13T18:00:00Z,-0.59,995.74,1.94,6.08,0.63,MAC000002,0.529
14.39,244,5.61,2014-02-13T19:00:00Z,-0.49,996.69,1.49,6.45,0.65,MAC000002,1.5270000000000001
14.39,242,5.12,2014-02-13T20:00:00Z,-0.39,997.65,1.09,5.89,0.68,MAC000002,0.786
16.09,239,4.23,2014-02-13T21:00:00Z,-0.12,998.09,0.16,5.45,0.73,MAC000002,0.8370000000000001
14.31,234,4.12,2014-02-13T22:00:00Z,-0.05,999.04,0.17,5.15,0.74,MAC000002,0.8340000000000001
14.31,235,4.09,2014-02-13T23:00:00Z,-0.33,999.61,0.19,5.02,0.73,MAC000002,0.803
14.03,230,4.04,2014-02-14T00:00:00Z,-0.01,1000.24,0.45,4.39,0.75,MAC000002,0.5960000000000001
13.21,222,3.98,2014-02-14T01:00:00Z,-0.03,1000.46,0.49,4.22,0.75,MAC000002,0.20400000000000001
13.45,211,3.56,2014-02-14T02:00:00Z,0.07,1000.29,0.88,2.86,0.78,MAC000002,0.198
13.76,202,3.47,2014-02-14T03:00:00Z,0.16,999.78,0.82,2.8,0.79,MAC000002,0.197
14.31,192,3.96,2014-02-14T04:00:00Z,0.71,999.7,1.27,2.98,0.79,MAC000002,0.194
13.74,180,4.21,2014-02-14T05:00:00Z,1.58,999.51,1.78,2.71,0.83,MAC000002,0.192
13.99,174,4.69,2014-02-14T06:00:00Z,1.72,999.59,2.05,3.12,0.81,MAC000002,0.192
12.25,164,5.22,2014-02-14T07:00:00Z,2.31,998.52,2.42,3.52,0.81,MAC000002,0.236
11.94,184,6.08,2014-02-14T08:00:00Z,2.99,998.09,2.53,5.36,0.81,MAC000002,0.605
10.7,166,5.3,2014-02-14T09:00:00Z,2.39,997.46,1.42,5.65,0.82,MAC000002,0.354
11.72,153,5.25,2014-02-14T10:00:00Z,2.66,995.54,0.85,6.97,0.83,MAC000002,0.22100000000000003
10.3,144,5.25,2014-02-14T11:00:00Z,2.42,993.87,0.51,7.99,0.82,MAC000002,0.232
10.49,147,5.27,2014-02-14T12:00:00Z,3.3,991.87,0.46,8.2,0.87,MAC000002,0.486
9.54,143,5.5,2014-02-14T13:00:00Z,3.98,989.3,1,7.44,0.9,MAC000002,0.857
6.18,150,6.62,2014-02-14T14:00:00Z,5.26,987.45,2.82,6.34,0.91,MAC000002,0.8780000000000001
10.04,158,7.96,2014-02-14T15:00:00Z,7.23,984.89,4.28,7.1,0.95,MAC000002,0.883
11.15,177,10.48,2014-02-14T16:00:00Z,9.15,982.86,10.48,8,0.91,MAC000002,0.728
9.95,190,11.6,2014-02-14T17:00:00Z,8.87,981.07,11.6,9.37,0.83,MAC000002,0.8160000000000001
8.29,198,11.61,2014-02-14T18:00:00Z,9.18,979.99,11.61,11.25,0.85,MAC000002,0.8190000000000001
